EDC3_gas_a (yr),CO2 (ppmv),Temp Age,Temp,gas_age,ch4_mean,Irish year,Irish temp
137,280.4,38.37379,0.88,13,907,2022,10.9
268,274.9,46.81203,1.84,126,784,2021,10.5
279,277.9,55.05624,3.04,130,762,2020,10.4
395,279.1,64.41511,0.35,151,710,2019,10.5
404,281.9,73.15077,-0.42,184,727,2018,10.3
485,277.7,81.93244,0.05,202,696,2017,10.5
559,281.1,90.75925,0.05,207,683,2016,10.3
672,282.2,99.97031,-0.52,258,679,2015,9.9
754,280.1,109.88879,0.79,297,676,2014,10.5
877,278.4,119.25888,-0.55,345,651,2013,10
950,276.6,129.40378,-1.11,382,684,2012,10
1060,279.1,139.93889,0.38,403,681,2011,10.3
1153,277.7,150.10205,-0.4,459,670,2010,9.1
1233,278.7,160.58005,1.05,478,644,2009,10.1
1350,277.4,171.01834,0.28,533,670,2008,10.1
1453,279.2,181.44466,-0.72,539,668,2007,10.8
1552,280,191.48283,-1.23,554,680,2006,10.7
1638,278.9,201.87233,0.51,668,667,2005,10.6
1733,278.7,212.18626,-2.44,678,669,2004,10.4
1812,278,223.16292,0.42,736,680,2003,10.5
1931,276.9,233.73909,0.84,742,643,2002,10.4
2057,276.7,244.64073,0.71,861,664,2001,9.9
2128,276.7,255.49973,-0.02,869,647,2000,10
2212,277.6,266.61209,-0.14,897,648,1999,10.4
2334,277.9,277.77097,-1.41,939,640,1998,10.4
2433,273.9,289.25006,-0.34,946,636,1997,10.6
2536,278.9,301.04303,0.16,1037,635,1996,9.5
2604,275.3,312.44177,-1.22,1092,633,1995,10.4
2728,274.7,323.85452,-0.41,1132,644,1994,9.8
2806,276.3,335.57825,-0.59,1217,643,1993,9.6
2902,274.6,346.88129,0.03,1225,629,1992,9.8
3053,276.3,358.50821,-0.67,1248,635,1991,9.8
3116,273.1,370.90112,-0.9,1338,635,1990,10.3
3215,274,382.87436,-1.53,1349,650,1989,10.2
3336,275,395.18558,-0.47,1431,631,1988,9.8
3453,273.4,407.46558,-0.12,1443,638,1987,9.4
3523,273,418.75491,0.21,1527,632,1986,8.8
3622,271.5,430.39774,-1.73,1551,630,1985,9.2
3721,275.4,442.40918,0.16,1620,610,1984,9.7
3790,274.9,454.09915,0.14,1629,623,1983,10.1
3910,271.7,466.12518,-0.56,1677,623,1982,9.7
4004,271.6,478.21433,-0.8,1717,615,1981,9.6
4096,272.8,490.39719,0.42,1726,623,1980,9.5
4161,271.5,503.05731,-2.36,1774,618,1979,8.8
4324,271.1,515.651,-0.85,1793,613,1978,9.6
4374,269.1,528.76422,-0.36,1907,613,1977,9.5
4480,269.8,541.60858,1.26,1951,605,1976,9.8
4573,271.5,554.93121,0.7,1995,599,1975,10
4703,270.7,567.75421,-0.77,2045,604,1974,9.4
4766,269.3,580.59985,1.4,2104,591,1973,9.8
4874,268.6,593.51135,-0.87,2115,594,1972,9.1
5004,269.8,606.47388,-0.81,2119,609,1971,10.1
5094,267.6,619.46606,1.46,2208,602,1970,9.6
5160,265.3,632.04871,0.98,2275,597,1969,9.3
5274,265.2,644.98712,0.27,2309,595,1968,9.5
5370,267.6,658.25757,-0.96,2321,594,1967,9.5
5476,265.9,672.12836,-0.61,2325,597,1966,9.7
5562,265.5,686.65106,-0.63,2389,593,1965,9.2
5657,260.7,700.67932,-0.49,2414,604,1964,9.8
5716,266.7,715.02704,-0.96,2424,592,1963,8.9
5855,265.5,729.27771,-1.44,2482,579,1962,9.1
5998,263.2,744.23865,-0.91,2515,603,1961,9.9
6039,262.7,758.74341,-0.1,2519,590,1960,9.7
6131,261.2,772.40747,-0.16,2602,592,1959,10.4
6263,261.1,785.83618,0.32,2624,586,1958,9.7
6354,259.4,798.90051,0.03,2717,590,1957,10.1
6434,262.1,812.30737,0.56,2720,580,1956,9.5
6545,262.9,824.81067,0.94,2724,588,1955,9.7
6617,258.1,837.10004,1.17,2735,583,1954,9.5
6713,257.6,849.37903,1.5,2793,580,1953,10.1
6838,262.3,861.96991,-1.03,2800,578,1952,9.4
6941,263,875.36835,0.59,2857,577,1951,9.3
7028,260.7,889.09241,-1.41,2877,577,1950,9.5
7112,258.4,903.1662,0.92,2998,581,1949,10.6
7234,260.1,917.33173,-1.03,3026,573,1948,10.1
7320,260.4,931.97516,-0.67,3107,576,1947,9.6
7413,259.7,946.98193,-0.55,3139,589,1946,9.7
7507,259.2,961.22705,-0.75,3210,568,1945,10.7
7590,260.8,975.76489,0.38,3308,581,1944,10
7691,259.6,990.15808,-0.4,3360,589,1943,10.2
7781,259.3,1004.54004,-0.44,3433,573,1942,9.7
7876,258.3,1018.7851,-0.95,3506,570,1941,9.4
7990,261.3,1032.38147,0.14,3517,560,1940,9.7
8050,260.7,1046.66455,0.99,3572,575,1939,9.8
8181,261.8,1060.58911,0.36,3602,596,1938,10
8281,259,1074.79602,-0.75,3614,578,1937,9.5
8387,260.9,1089.0769,-0.8,3690,578,1936,9.6
8477,260.4,1103.7052,0.72,3697,581,1935,9.6
8579,259.3,1118.15979,-0.54,3773,576,1934,10
8653,262,1132.65186,1.55,3892,574,1933,10
8784,263.7,1146.79089,-0.9,3905,578,1932,9.7
8869,263.8,1160.92249,-0.34,3965,575,1931,9.5
8973,265.2,1174.39355,0.93,3986,549,1930,9.2
9092,260.6,1188.11206,1.03,3994,568,1929,9.4
9140,260.9,1201.49829,0.88,4079,576,1928,9.6
9232,263,1215.03625,-0.54,4082,563,1927,9.4
9317,263.8,1229.32214,0.58,4142,570,1926,9.8
9536,264.4,1243.60388,0.37,4173,582,1925,9.1
9597,264.2,1258.22241,0.27,4305,577,1924,9.4
9721,264,1272.59155,-0.16,4309,568,1923,9.2
9807,263.4,1286.97961,-0.3,4325,579,1922,9
9909,265.7,1301.70935,1.23,4357,584,1921,10.5
9983,264.9,1315.86951,0.22,4366,570,1920,9.5
10088,267.5,1330.4541,0.89,4440,570,1919,8.7
10209,266.9,1344.70923,-0.17,4461,568,1918,9.5
10294,266,1358.6217,1.55,4471,582,1917,8.8
10417,265.1,1372.61572,0.89,4474,562,1916,9.3
10527,267.6,1386.61511,-0.17,4496,580,1915,9
10621,264.8,1400.62073,-0.02,4551,560,1914,9.6
10744,264.8,1415.92065,-0.48,4589,580,1913,9.4
10805,265,1431.90051,-0.7,4625,560,1912,9.2
10827,265.3,1447.89026,-0.45,4683,563,1911,9.6
10895,264.4,1463.26855,1.04,4701,560,1910,9.2
10933,264.1,1478.73511,-0.93,4740,570,1909,8.9
11014,264.2,1494.21582,-0.32,4755,563,1908,9.7
11087,264.5,1509.67847,-0.54,4823,579,1907,9
11136,264,1525.08606,-0.27,4849,570,1906,9.3
11201,263,1540.51196,0.9,4864,573,1905,9.3
11236,265.2,1556.33752,-0.92,4868,568,1904,9.1
11278,258.8,1571.98694,0.04,5002,561,1903,9.1
11338,260.8,1588.01611,0.24,5068,563,1902,9.2
11392,255.4,1604.08252,-1.15,5112,551,1901,9.1
11436,253.9,1620.57983,-0.84,5149,553,1900,9.3
11469,253.8,1637.10657,0.73,5156,558,,
11580,250.7,1654.01477,-1.24,5221,574,,
11635,249.7,1670.17859,0.42,5270,561,,
11676,251.1,1686.01746,0.35,5272,564,,
11727,250.7,1702.25342,-0.81,5337,577,,
11819,245.3,1719.76782,-0.56,5364,565,,
11896,245.3,1736.97498,-0.11,5418,570,,
11958,246.6,1754.16895,0.1,5458,566,,
12050,243.2,1770.60083,0.55,5474,580,,
12122,240.3,1787.40186,-1.41,5526,581,,
12371,237.5,1804.23096,0.25,5550,563,,
12496,237.6,1821.97449,-1.04,5557,568,,
12642,234.2,1839.34473,-0.99,5598,591,,
12760,238.3,1856.49829,0.35,5643,571,,
12942,237.3,1872.56653,-1.06,5651,578,,
13090,237.9,1888.98816,1.79,5653,570,,
13241,237.6,1905.45862,0,5657,581,,
13440,236.4,1922.0116,0.01,5684,584,,
13542,239.2,1938.20874,-0.38,5712,586,,
13653,238.6,1955.51404,0.18,5834,575,,
13804,238.6,1972.75623,-0.3,5870,570,,
13948,239.1,1990.00256,-0.73,5915,584,,
14303,228.5,2007.35229,-1.08,5989,564,,
14550,228.4,2025.23914,-0.02,5993,602,,
14725,226.1,2043.51099,-0.92,6022,592,,
14890,225.2,2060.98633,1.62,6029,597,,
15012,224.5,2078.09888,-0.7,6033,581,,
15233,222,2095.21533,-0.74,6058,597,,
15438,221,2112.52783,0.44,6116,590,,
15570,220.9,2129.74927,-0.64,6252,590,,
15742,219.4,2147.34131,-0.34,6257,577,,
15886,214,2165.32129,-1.02,6264,583,,
16073,207.5,2183.99536,-0.48,6304,592,,
16260,207.7,2202.29272,-0.46,6341,577,,
16452,202.9,2219.3938,,6346,580,,
16659,200.8,2236.5647,0.86,6350,581,,
16870,195.2,2253.38916,0.3,6385,587,,
17111,193.9,2270.87402,-0.35,6404,588,,
17375,191,2288.77588,0.17,6453,617,,
17565,188.5,2306.32422,-2.05,6503,602,,
17809,188.5,2326.60645,-1.41,6542,602,,
17943,189.2,2346.90186,-0.63,6598,599,,
18285,187,2366.62476,-0.83,6607,601,,
18541,188.6,2385.38379,-0.94,6610,595,,
18828,189.4,2404.53833,-1.97,6637,607,,
18868,192.3,2423.7998,-0.78,6691,604,,
18921,188.3,2443.08032,0,6708,636,,
19347,188.7,2462.51489,-0.65,6709,603,,
19509,188.8,2480.89111,-0.63,6738,608,,
19748,190,2499.64697,0.16,6817,605,,
19988,188,2517.80176,-0.45,6901,633,,
20168,188.2,2535.12402,0.92,6924,607,,
20197,195,2552.80396,-0.11,6961,614,,
20502,187.8,2570.83887,0.51,7016,631,,
20748,186.9,2589.01855,-0.77,7020,610,,
21011,186.5,2607.20264,0.37,7105,612,,
21257,184.7,2624.53931,0.85,7106,607,,
21507,186.1,2641.80493,0.09,7127,623,,
21854,185.7,2659.10327,-0.19,7209,618,,
22015,184.4,2678.04224,-0.56,7253,618,,
22827,189.2,2696.61401,-0.2,7289,602,,
25994,191.6,2714.85034,-0.88,7310,623,,
29063,188.5,2732.7207,1.29,7405,612,,
30020,191.7,2750.24463,0.89,7408,602,,
35009,205.3,2767.45288,0.81,7430,617,,
37471,209.1,2784.27979,0.91,7496,625,,
43500,209.1,2801.44702,0.01,7498,610,,
47336,189.3,2818.38721,1.32,7523,617,,
48854,188.4,2835.10181,1.12,7544,617,,
49690,210.1,2851.81982,1.12,7573,623,,
50663,215.7,2869.81689,0.04,7616,620,,
52382,190.4,2888.01172,-0.64,7660,619,,
57088,221.7,2906.21045,-1,7670,623,,
57657,210.4,2924.22363,0.57,7688,620,,
62859,195.3,2942.89673,0.29,7704,623,,
64939,191.4,2961.21436,-0.34,7723,618,,
65939,194.9,2980.44849,-0.91,7762,620,,
71049,227.3,2999.6936,-0.01,7769,611,,
73227,229.1,3018.71484,-0.51,7778,612,,
77150,217.1,3037.35205,0.1,7823,614,,
78183,221.7,3055.99341,0.15,7841,620,,
80614,230.9,3074.13501,-0.03,7857,598,,
82417,241.1,3092.03613,0.63,7871,600,,
83333,236.4,3110.29199,,7874,612,,
84016,228,3128.5083,1.27,7892,589,,
85020,214.2,3146.72217,-1.46,7913,613,,
86181,217,3165.27637,-0.91,7957,624,,
87917,208,3185.7229,-1.3,7985,660,,
90357,224.2,3206.56641,0.62,8012,632,,
91249,228.3,3226.7688,-0.82,8039,606,,
94353,232,3246.86279,-1.76,8053,626,,
99849,225.8,3267.21094,0.47,8066,633,,
100837,230.8,3286.70679,-0.74,8068,624,,
101749,236.9,3306.5813,-1.05,8089,651,,
103465,228.1,3325.90356,0.7,8108,640,,
104704,236.9,3345.50293,-0.71,8155,642,,
105636,230.6,3365.14771,-1.44,8171,641,,
107579,238.2,3385.10962,-0.01,8202,660,,
108153,245.6,3405.45874,-0.28,8269,647,,
109804,251.2,3425.45044,-0.44,8273,649,,
111862,256.7,3445.16016,-0.18,8331,665,,
113262,266.3,3464.87329,-0.02,8371,648,,
114096,261.4,3483.79248,0.46,8378,660,,
114601,274.5,3503.07251,-1.04,8435,654,,
115118,273.2,3522.05103,1.35,8452,654,,
116501,262.5,3540.56226,0.15,8523,662,,
117750,267.6,3559.07617,-0.29,8549,657,,
118649,273.7,3578.32837,0.16,8644,671,,
119672,271.9,3598.29468,-0.67,8648,659,,
120382,265.2,3617.72217,0.92,8708,675,,
121017,277.6,3635.78711,0.77,8764,676,,
122344,272.1,3653.85449,0.17,8771,658,,
123070,276.4,3672.00122,0.62,8832,674,,
124213,268.7,3690.64551,1.03,8842,657,,
124257,266.6,3708.94678,-1.02,8906,648,,
124789,266.3,3727.1001,1.36,8961,671,,
125081,279.7,3745.50146,1.26,9020,664,,
125262,273,3763.56421,-1.57,9081,671,,
125434,277.1,3782.9856,1.07,9085,665,,
126347,273.7,3802.25,0.08,9134,664,,
126598,267.1,3821.60449,0.26,9135,665,,
126886,262.5,3841.62109,-0.7,9149,666,,
127132,262.6,3861.26953,-0.92,9207,663,,
127622,275.3,3880.94751,0.72,9281,675,,
127907,275.6,3900.47876,-0.12,9305,671,,
128344,274,3919.72363,-0.52,9312,674,,
128372,287.1,3939.896,-0.19,9391,676,,
128609,286.8,3960.07056,-0.41,9460,675,,
128866,282.6,3979.64185,0.4,9510,682,,
129146,264.1,3999.41675,-0.56,9533,685,,
129340,263.4,4019.15869,-0.59,9587,689,,
129652,257.9,4037.8606,0.78,9592,683,,
129736,259,4056.91699,0.81,9640,693,,
131329,245,4076.0918,-1.16,9700,676,,
131455,240.4,4095.42676,0.89,9719,674,,
131728,228.9,4114.76318,0.82,9794,670,,
132492,223.5,4134.00732,-0.59,9801,682,,
133069,223.9,4153.67773,-0.42,9835,675,,
133105,220.3,4173.31543,0.06,9882,685,,
133427,210.6,4192.83838,0.5,9962,678,,
134123,208.9,4212.36182,-1.57,10036,717,,
134287,203.7,4231.44238,0.67,10098,698,,
134960,204.5,4250.30615,1.31,10192,694,,
135114,200.4,4269.17041,-0.2,10204,678,,
135207,198,4288.05469,1.36,10253,682,,
135603,198,4306.93359,-0.48,10274,688,,
135883,201.7,4326.36182,-1.03,10394,672,,
136011,200.7,4346.73633,0,10409,661,,
136251,202.4,4367.11133,0.29,10478,669,,
136567,195.8,4386.60889,0.04,10518,652,,
136655,201.1,4406.00635,-0.32,10604,671,,
137293,194.3,4425.51172,-0.9,10612,666,,
137633,193.4,4445.25098,0.35,10659,685,,
137982,194.2,4464.99072,1.33,10707,681,,
138185,190.2,4483.77734,-0.39,10812,694,,
139275,192.3,4502.65186,0.78,10818,673,,
139617,196.5,4521.39404,-0.7,10872,679,,
140899,195.6,4541.82617,-0.4,10925,703,,
140960,196.4,4562.2583,-0.8,11066,650,,
142058,190.4,4582.21631,0.01,11078,633,,
145363,196.9,4601.92871,0.16,11124,653,,
148831,203,4621.9917,0.27,11130,654,,
149803,191.9,4641.60693,-0.56,11216,665,,
149921,188.9,4661.22119,-0.01,11325,643,,
151423,200.6,4680.94629,-0.16,11333,559,,
154480,189,4701.09961,-0.38,11410,469,,
155395,185.5,4720.87256,0.94,11610,488,,
155813,187.5,4740.53955,-0.76,11625,468,,
159562,204.3,4760.20654,-1.21,11717,477,,
159943,196.5,4780.67578,-0.28,11798,462,,
161679,191.6,4801.0752,-0.37,11808,483,,
162228,190.1,4821.48047,-1.16,11921,462,,
163024,186.7,4842.29346,-0.32,12033,480,,
163698,183.8,4862.72705,0.67,12039,467,,
164439,196.6,4882.10645,0.25,12094,479,,
167183,197.8,4901.39893,-0.16,12338,542,,
169492,197.7,4920.32568,-0.03,12477,651,,
171351,196,4939.11084,0.37,12485,627,,
172434,190.3,4958.24121,0.98,12605,643,,
173135,189.4,4977.55811,-0.5,12736,610,,
173394,190.1,4997.41162,-0.66,12747,646,,
175306,207.7,5017.63135,-0.32,12884,661,,
177139,213.2,5037.27734,-0.29,12910,662,,
178179,217.7,5056.9209,0.36,13070,670,,
179117,198.1,5077.15576,-0.95,13079,653,,
180068,199.7,5097.24316,-0.24,13255,646,,
182046,203.4,5117.65625,-0.13,13356,628,,
184685,210.7,5136.65674,0.25,13418,625,,
186697,231.3,5156.00537,0.56,13428,619,,
188436,231.4,5174.81885,0.58,13497,613,,
189076,220.3,5193.40039,0.26,13625,619,,
190352,218,5212.32373,-0.47,13637,623,,
192910,226.5,5232.35645,-0.17,13646,630,,
193481,220,5253.08057,-1.38,13771,612,,
195017,226.4,5273.03516,-0.26,13942,578,,
195673,241.2,5292.75488,0.69,13951,597,,
196179,242.6,5312.11328,-0.21,14010,569,,
198972,250.9,5331.5127,0.68,14289,465,,
199918,239.1,5350.51611,-0.26,14312,476,,
201163,247.6,5369.94189,0.03,14535,461,,
202413,244.4,5389.17773,0.54,14547,470,,
202874,231.9,5408.76025,-2.14,14555,469,,
203317,232.2,5430.22119,-1.08,14711,459,,
203837,228.6,5452.77002,-1.28,14870,470,,
204480,226.3,5474.10742,-0.06,14966,476,,
204908,229.4,5495.14404,-1.3,15203,463,,
205362,231.4,5516.06982,-2.19,15217,451,,
205952,238.1,5538.56299,-0.82,15393,452,,
206144,237.2,5560.64307,0,15545,441,,
206810,230,5579.5249,1.23,15555,456,,
207120,240.5,5597.93359,-0.26,15844,441,,
207544,242.2,5617.146,0.1,15865,438,,
208064,244.6,5636.84375,-0.75,15870,473,,
208254,243.9,5656.90234,-0.1,16060,419,,
208803,247.2,5676.67773,-0.24,16213,424,,
208995,252,5696.82275,-0.97,16243,427,,
209432,246.9,5716.83252,0.57,16430,405,,
209817,239.5,5736.2915,-0.77,16604,409,,
210154,257.4,5756.10742,1.38,16617,404,,
210813,243.4,5774.45898,-0.72,16826,408,,
211858,251.2,5793.03125,0.91,16833,381,,
212716,241.4,5811.41699,1.01,17046,395,,
213270,240.3,5830.54785,-0.98,17075,389,,
213536,242.6,5849.67529,0.29,17316,371,,
213984,247.5,5868.10498,0.57,17506,375,,
214459,251.7,5886.7168,0.32,17531,366,,
214794,251.1,5905.14307,-0.54,17543,384,,
215382,245.3,5925.8252,-0.89,17789,366,,
216352,240.5,5946.12646,-0.71,17909,377,,
218361,214.1,5967.26807,-1.54,17923,371,,
219116,216.1,5988.59326,-0.5,18256,375,,
220058,207.1,6008.73047,0.45,18490,371,,
220739,208.8,6027.92334,-0.02,18508,378,,
222030,205.6,6047.11182,-0.4,18519,371,,
224269,203.3,6066.76611,-0.8,18873,373,,
224923,215.7,6086.92725,0.06,18890,379,,
225909,235.5,6106.67334,0.49,19317,366,,
226711,234.5,6126.71484,-1.52,19451,358,,
227027,233.1,6146.75195,0.8,19479,377,,
227776,224.5,6165.99609,-0.93,19680,356,,
229423,232.4,6185.56348,-0.51,19693,351,,
230422,233.9,6205.3252,-0.71,19963,374,,
231066,241.6,6224.92188,0.03,20124,375,,
234817,245.2,6244.90576,-0.68,20466,384,,
235480,252.1,6265.25293,-1.23,20469,367,,
236114,241.4,6285.96436,0.27,20708,378,,
236734,247.4,6306.17871,-0.19,20954,365,,
237294,243.1,6325.78125,-1.3,21218,354,,
237868,239.1,6346.05469,-1.55,21470,357,,
238558,245.6,6367.22217,-0.38,21786,357,,
239013,245.8,6387.99365,-1.37,21986,355,,
239477,247.4,6409.05469,-0.76,22718,407,,
239973,252.8,6430.11035,-0.47,22895,385,,
240945,259.7,6449.43555,0.79,23130,390,,
241366,263.2,6468.30127,-0.14,23279,390,,
242007,279,6487.40918,-1.78,23472,390,,
242346,280.2,6508.77686,-1.34,23747,386,,
243071,263.7,6530.53564,0.81,23888,398,,
243429,252.3,6550.47754,-0.48,24084,375,,
243856,249.9,6569.66113,-1.27,24299,360,,
244347,236.7,6590.10791,-0.71,24516,373,,
244864,230.4,6611.98047,-2.27,24721,389,,
245441,219.4,6633.31201,-0.22,24927,372,,
247681,214.7,6654.39893,-1.5,25329,370,,
250133,200.2,6675.47266,-2,25599,365,,
251005,213.9,6695.09766,0.6,25824,355,,
251864,195.4,6714.92676,0.23,25990,364,,
252739,196.7,6734.95068,-0.28,26631,396,,
253636,195.4,6754.85059,-1.47,26918,387,,
255498,199,6775.19922,-1.31,27074,386,,
256309,201.9,6796.66455,-1.2,27336,396,,
257100,204,6817.73438,-1.07,27504,406,,
258661,203.9,6837.80859,-0.59,27680,426,,
260353,209.6,6857.56445,0.75,27896,382,,
260916,205.7,6876.75293,-0.25,28136,399,,
262092,208.9,6894.72949,0.99,28286,402,,
262930,214.6,6913.03467,-0.73,28502,414,,
264509,228.1,6933.19678,-0.8,28764,444,,
265653,199.9,6953.43799,-1.23,29091,388,,
266326,211.7,6973.75098,-0.49,29319,368,,
267442,188.7,6993.71631,-0.29,29701,391,,
268181,187.2,7013.37988,-1.44,29980,399,,
269154,194.2,7034.45752,-0.94,30148,392,,
270222,198.8,7055.52197,-0.66,30618,410,,
271256,184.7,7076.34229,-1.11,30761,408,,
272311,190.4,7096.71631,-1.16,30974,392,,
273310,193.9,7117.57666,-0.39,31198,404,,
274321,194.1,7138.54639,-1.91,31404,412,,
275350,198.4,7159.63916,-3,31756,427,,
276326,193.2,7183.03809,-1.32,31793,422,,
277361,202.2,7206.14893,-0.93,31895,441,,
278350,204.5,7227.69482,-1.82,32069,457,,
279320,211,7248.8374,-1.56,32163,471,,
280269,215.3,7270.31396,-1.43,32254,431,,
281758,223.7,7291.77637,-0.4,32370,452,,
283785,231.3,7311.01465,0.88,32415,409,,
285380,228,7329.80273,-0.81,32588,410,,
286128,226.4,7349.2124,-2.1,32645,405,,
287036,231.4,7370.96484,-1.04,32768,404,,
287538,230.4,7392.32568,-1.84,32814,415,,
288233,231,7414.37549,-1.69,32904,432,,
290153,234.9,7436.4126,-0.24,33026,424,,
290730,220.4,7457.46973,-1.53,33060,428,,
291367,217.1,7477.94238,-1.77,33148,440,,
292405,207.6,7498.46387,-0.93,33202,443,,
293057,206,7518.73486,0.03,33248,444,,
293779,206.7,7538.68262,-0.93,33480,461,,
294568,212.7,7557.28027,0.7,33688,479,,
295930,213.1,7576.21826,-0.71,33735,426,,
297921,217.1,7595.2207,0.83,33810,415,,
298741,224.4,7614.23779,-1.14,33857,419,,
299621,231,7633.49609,-1.71,34046,420,,
300472,236.1,7654.58057,-0.82,34079,430,,
301402,239,7675.59277,-0.46,34185,430,,
302280,236,7694.80908,0.43,34337,428,,
303226,240.2,7713.66211,-1.88,34531,447,,
304232,240.7,7733.28223,-1.14,34578,457,,
304901,250.2,7753.18359,0.79,34668,489,,
305655,248.6,7773.04932,0.47,34901,519,,
306547,244.8,7792.45361,-2.03,34904,520,,
307495,225.8,7812.20361,-1.04,34946,513,,
308744,227.8,7833.15186,-1.47,35061,514,,
309389,226.2,7854.24023,-1.49,35181,498,,
310168,233.2,7874.2207,-0.34,35238,492,,
311013,237.8,7893.61865,0.26,35330,427,,
311868,239,7913.12061,-0.56,35489,421,,
312676,241.9,7932.94727,-1.06,35650,444,,
313414,251.6,7952.77002,-1.24,35764,426,,
314144,256.7,7973.72852,-1.41,35841,425,,
314867,257.1,7994.78516,-1.25,35893,441,,
315572,246.8,8016.25537,-2.19,36000,440,,
316200,272.6,8037.89941,-0.87,36104,441,,
316897,251.6,8060.00879,-3.09,36308,471,,
317734,245.2,8082.52441,-1.13,36374,469,,
318559,233.4,8104.10156,-0.65,36522,494,,
319480,255.8,8124.47559,-1.4,36613,524,,
320358,249.2,8145.28857,-2.04,36937,534,,
322015,257.2,8168.22363,-2.54,36988,534,,
322767,260.4,8191.03564,-2.25,37127,587,,
323526,260.3,8213.10742,-1.31,37188,536,,
324280,260.5,8235.14648,-1.71,37200,548,,
324971,266.2,8255.94727,-0.77,37298,572,,
325720,264,8276.73535,-1.35,37367,563,,
326321,266.1,8297.71387,-1.43,37406,580,,
326972,270.1,8318.74023,-1.26,37515,560,,
327590,271.9,8339.99707,-1.24,37524,557,,
328221,275.1,8361.41699,-2.4,37559,544,,
329475,265,8383.13184,-1.69,37675,547,,
330208,271.7,8405.27148,-1.89,37751,539,,
330740,272.6,8426.94141,-1.4,37849,540,,
331438,273.1,8447.5625,-0.74,37893,481,,
331944,282.4,8468.13672,-0.7,38045,526,,
332285,289.1,8488.25391,-0.85,38237,443,,
332462,288.4,8508.36719,-2.79,38421,440,,
332919,298.6,8528.88184,-0.74,38797,455,,
333380,278.1,8549.50879,0.38,39020,441,,
333890,285.8,8569.625,-0.81,39176,450,,
334261,278.6,8589.31641,-1.54,39373,444,,
334748,270.5,8608.98145,0.02,39591,427,,
335287,255.7,8628.54395,-1.22,39754,419,,
335918,241.9,8648.09375,-1.13,39791,419,,
336725,239.6,8668.16602,-0.7,39808,411,,
337391,234.2,8688.30762,-1.6,39997,424,,
339298,250.1,8708.86133,-1.55,40031,422,,
340456,200.7,8729.69824,-0.84,40052,414,,
341802,205.2,8750.14453,-1.29,40162,442,,
343282,204.8,8769.94727,-0.44,40211,448,,
344446,211.9,8789.86426,-2,40219,440,,
